game_day,club,step_number,total_steps,difficulty,nationality,pool_size,sample_players,valid_players
95,RB Leipzig,4,4,The Unicorn,Ivory Coast,1,"[""Yan Diomande""]","[""Yan Diomande""]"
96,Lyon,1,4,Easy,France,107,"[""Hugo Lloris"", ""Karim Benzema"", ""Rayan Cherki""]","[""Hugo Lloris"", ""Karim Benzema"", ""Rayan Cherki"", ""Samuel Umtiti"", ""Sylvain Wiltord"", ""Nabil Fekir"", ""Grégory Coupet"", ""Ludovic Giuly"", ""Sidney Govou"", ""Alexandre Lacazette"", ""Éric Abidal"", ""Bradley Barcola"", ""Anthony Martial"", ""Moussa Dembélé"", ""Corentin Tolisso"", ""Tanguy Ndombélé"", ""Mathieu Valbuena"", ""Ferland Mendy"", ""Castello Lukeba"", ""Malo Gusto"", ""Maxence Caqueret"", ""Martin Terrier"", ""Jean-Philippe Mateta"", ""Jeff Reine-Adélaïde"", ""Jordan Veretout"", ""Alassane Pléa"", ""Léo Dubois"", ""Lucas Tousart"", ""Johann Lepenant"", ""Oumar Solet"", ""Yoann Gourcuff"", ""Romain Faivre"", ""Jérémy Toulalan"", ""Khalis Merah"", ""Romain Del Castillo"", ""Saël Kumbedi"", ""Maxime Gonalons"", ""Melvin Bard"", ""Lenny Pintor"", ""Jordan Ferri"", ""Bafétimbi Gomis"", ""Hatem Ben Arfa"", ""Willem Geubbels"", ""Mathieu Bodmer"", ""Timothé Cognat"", ""Aly Cissokho"", ""Clément Grenier"", ""Rémi Himbert"", ""Enzo Molebe"", ""Rémy Riou"", ""Noham Kamara"", ""Han-Noah Massengo"", ""Steed Malbranque"", ""Mapou Yanga-Mbiwa"", ""Jimmy Briand"", ""Pierre-Alain Frau"", ""Anthony Réveillère"", ""Timothée Kolodziejczak"", ""Mahamadou Diawara"", ""Gaëtan Perrin"", ""Mathieu Patouillet"", ""Jérémie Bréchet"", ""Christophe Jallet"", ""Florent Balmont"", ""Anthony Mounier"", ""Gueïda Fofana"", ""Mouhamadou Dabo"", ""Damien Da Silva"", ""Skelly Alvero"", ""Adil Hamdani"", ""Jérémy Pied"", ""Gaël Danic"", ""Steeve Kango"", ""Rémy Vercoutre"", ""Farès Bahlouli"", ""Mathieu Gorgelin"", ""Guillaume Lacour"", ""Rémy Descamps"", ""Gaby Jean"", ""Mohamed El Arouch"", ""Mathieu Valverde"", ""Louis Nganioni"", ""Jordy Gaspar"", ""Grégory Bettiol"", ""Florent Sanchez"", ""Yassin Fekir"", ""Sébastien Faure"", ""Nicolas Seguin"", ""Yahya Soumaré"", ""Zakarie Labidi"", ""Jean-Marc Chanelet"", ""Sébastien Grimaldi"", ""Pierre Laigle"", ""Johann Truchet"", ""Jérémy Grain"", ""Théo Cozzi-Buet"", ""Johann Charpenet"", ""Maxence Flachez"", ""Fabrice Fiorèse"", ""Anthony Braizat"", ""Corentin Jacob"", ""Tanguy Girardot"", ""Pierre Popp"", ""Laurent Courtois"", ""Nicolas Priet"", ""Romain Sartre"", ""Mickaël Charvet""]"
96,Lyon,2,4,Medium,Mali,5,"[""Frédéric Kanouté"", ""Mahamadou Diarra"", ""Youssouf Koné""]","[""Frédéric Kanouté"", ""Mahamadou Diarra"", ""Youssouf Koné"", ""Habib Keïta"", ""Sidy Koné""]"
96,Lyon,3,4,Hard,Burkina Faso,2,"[""Bertrand Traoré"", ""Bakary Koné""]","[""Bertrand Traoré"", ""Bakary Koné""]"
96,Lyon,4,4,The Unicorn,Luxembourg,1,"[""Christopher Martins""]","[""Christopher Martins""]"
97,Valencia,1,4,Easy,Portugal,11,"[""Nani"", ""João Cancelo"", ""Gonçalo Guedes""]","[""Nani"", ""João Cancelo"", ""Gonçalo Guedes"", ""André Gomes"", ""André Almeida"", ""Thierry Correia"", ""Ferro"", ""Hélder Postiga"", ""João Pereira"", ""Rúben Vezo"", ""Ricardo Costa""]"
97,Valencia,2,4,Medium,Italy,9,"[""Alessandro Florenzi"", ""Patrick Cutrone"", ""Simone Zaza""]","[""Alessandro Florenzi"", ""Patrick Cutrone"", ""Simone Zaza"", ""Cristiano Piccini"", ""Francesco Tavano"", ""Emiliano Moretti"", ""Cristiano Lucarelli"", ""Marco Di Vaio"", ""Bernardo Corradi""]"
97,Valencia,3,4,Hard,Chile,2,"[""Eduardo Vargas"", ""Fabián Orellana""]","[""Eduardo Vargas"", ""Fabián Orellana""]"
97,Valencia,4,4,The Unicorn,Ukraine,1,"[""Roman Yaremchuk""]","[""Roman Yaremchuk""]"
98,Manchester City,1,4,Easy,Argentina,13,"[""Nicolás Otamendi"", ""Julián Alvarez"", ""Pablo Zabaleta""]","[""Nicolás Otamendi"", ""Julián Alvarez"", ""Pablo Zabaleta"", ""Carlos Tevez"", ""Sergio Agüero"", ""Máximo Perrone"", ""Gerónimo Rulli"", ""Claudio Echeverri"", ""Martín Demichelis"", ""Nahuel Bustos"", ""Pablo Maffeo"", ""Bruno Zuculini"", ""Willy Caballero""]"
98,Manchester City,2,4,Medium,Croatia,4,"[""Mateo Kovacic"", ""Josko Gvardiol"", ""Ante Palaversa""]","[""Mateo Kovacic"", ""Josko Gvardiol"", ""Ante Palaversa"", ""Vedran Corluka""]"
98,Manchester City,3,4,Hard,Algeria,2,"[""Riyad Mahrez"", ""Rayan Aït-Nouri""]","[""Riyad Mahrez"", ""Rayan Aït-Nouri""]"
98,Manchester City,4,4,The Unicorn,Egypt,1,"[""Omar Marmoush""]","[""Omar Marmoush""]"
99,Napoli,1,4,Easy,Brazil,15,"[""Careca"", ""Gabriel"", ""Allan""]","[""Careca"", ""Gabriel"", ""Allan"", ""David Neres"", ""Alisson Santos"", ""Natan"", ""Carlos Vinícius"", ""Juan Jesus"", ""Giovane"", ""Leandrinho"", ""Henrique"", ""Rafael Cabral"", ""Bruno Uvini"", ""Toledo"", ""Edmundo""]"
99,Napoli,2,4,Medium,Belgium,6,"[""Kevin De Bruyne"", ""Romelu Lukaku"", ""Dries Mertens""]","[""Kevin De Bruyne"", ""Romelu Lukaku"", ""Dries Mertens"", ""Leander Dendoncker"", ""Cyril Ngonge"", ""Olivier Renard""]"
99,Napoli,3,4,Hard,Poland,5,"[""Piotr Zielinski"", ""Arkadiusz Milik"", ""Bartosz Bereszyński""]","[""Piotr Zielinski"", ""Arkadiusz Milik"", ""Bartosz Bereszyński"", ""Igor Lasicki"", ""Hubert Idasiak""]"
99,Napoli,4,4,The Unicorn,Nigeria,2,"[""Victor Osimhen"", ""Rabiu Afolabi""]","[""Victor Osimhen"", ""Rabiu Afolabi""]"
100,Eintracht Frankfurt,1,4,Easy,Germany,63,"[""Mario Götze"", ""Andreas Möller"", ""Bernd Schneider""]","[""Mario Götze"", ""Andreas Möller"", ""Bernd Schneider"", ""Nathaniel Brown"", ""Ansgar Knauff"", ""Jonathan Burkardt"", ""Robin Koch"", ""Luca Waldschmidt"", ""Philipp Max"", ""Diant Ramaj"", ""Kevin Trapp"", ""Nnamdi Collins"", ""Danny da Costa"", ""Marc Oliver Kempf"", ""Marius Wolf"", ""Christopher Lenz"", ""Faride Alidou"", ""Dominik Kohr"", ""Stefan Bell"", ""Elias Baum"", ""Ragnar Ache"", ""Jessic Ngankam"", ""Timo Hildebrand"", ""Sebastian Rode"", ""Stefan Reinartz"", ""Marc Stendera"", ""Sebastian Jung"", ""Younes Ebnoutalib"", ""Bastian Oczipka"", ""Nicolai Müller"", ""Erik Durm"", ""Stefan Aigner"", ""Michael Zetterer"", ""Alexander Madlung"", ""Alexander Meier"", ""Marco Russ"", ""Johannes Flum"", ""Tobias Weis"", ""Martin Lanig"", ""Jan Rosenthal"", ""Stefano Celozzi"", ""David Kinsombi"", ""Alexander Staff"", ""Sonny Kittel"", ""Benjamin Köhler"", ""Felix Wiedwald"", ""Marvin Bakalorz"", ""Meritan Shabani"", ""Heiko Butscher"", ""Markus Schubert"", ""Max Besuschkow"", ""Danny Blum"", ""Yanni Regäsel"", ""Marcel Wenig"", ""Jens Grahl"", ""Sidney Raebiger"", ""Alfons Amade"", ""Eba Bekir Is"", ""Joel Gerezgiher"", ""Dario Gebuhr"", ""Noel Futkeu"", ""Elias Bördner"", ""Nico Rinderknecht""]"
100,Eintracht Frankfurt,2,4,Medium,Netherlands,6,"[""Donny van de Beek"", ""Jetro Willems"", ""Jonathan de Guzmán""]","[""Donny van de Beek"", ""Jetro Willems"", ""Jonathan de Guzmán"", ""Bas Dost"", ""Sam Lammers"", ""Luc Castaignos""]"
100,Eintracht Frankfurt,3,4,Hard,Belgium,2,"[""Michy Batshuayi"", ""Arthur Theate""]","[""Michy Batshuayi"", ""Arthur Theate""]"
100,Eintracht Frankfurt,4,4,The Unicorn,Iran,1,"[""Mehdi Mahdavikia""]","[""Mehdi Mahdavikia""]"
101,Lille,1,4,Easy,Portugal,15,"[""Rafael Leão"", ""Renato Sanches"", ""André Gomes""]","[""Rafael Leão"", ""Renato Sanches"", ""André Gomes"", ""José Fonte"", ""Félix Correia"", ""Rony Lopes"", ""Tiago Djaló"", ""Tiago Santos"", ""Éder"", ""Xeka"", ""Rui Fonte"", ""Tiago Morais"", ""Ricardo Costa"", ""Rafael Fernandes"", ""Alexis Araujo""]"
101,Lille,2,4,Medium,Morocco,7,"[""Sofiane Boufal"", ""Ayyoub Bouaddi"", ""Hamza Igamane""]","[""Sofiane Boufal"", ""Ayyoub Bouaddi"", ""Hamza Igamane"", ""Hamza Mendyl"", ""Osame Sahraoui"", ""Mounir Obbadi"", ""Abdelilah Fahmi""]"
101,Lille,3,4,Hard,Netherlands,5,"[""Patrick Kluivert"", ""Sven Botman"", ""Mitchel Bakker""]","[""Patrick Kluivert"", ""Sven Botman"", ""Mitchel Bakker"", ""Anwar El Ghazi"", ""Ricardo Kishna""]"
101,Lille,4,4,The Unicorn,Cape Verde,1,"[""Ryan Mendes""]","[""Ryan Mendes""]"
102,Villarreal,1,4,Easy,Spain,145,"[""Rodri"", ""Santi Cazorla"", ""Guillermo Amor""]","[""Rodri"", ""Santi Cazorla"", ""Guillermo Amor"", ""Pepe Reina"", ""Álex Baena"", ""Raúl Albiol"", ""Pau Torres"", ""Yéremy Pino"", ""Alberto Moleiro"", ""Gerard Moreno"", ""Mario González"", ""Paco Alcácer"", ""Óliver Torres"", ""Pablo Fornals"", ""Dani Parejo"", ""Diego López"", ""Ayoze Pérez"", ""Juan Bernat"", ""Roberto Soldado"", ""Carlos Romero"", ""Rafa Marín"", ""Alfonso Pedraza"", ""Borja Valero"", ""Mario Gaspar"", ""Manu Trigueros"", ""Pau Navarro"", ""Denis Suárez"", ""Alberto Moreno"", ""Samu Castillejo"", ""Gorka Guruzeta"", ""Iván Martín"", ""Adrián López"", ""Cani"", ""José Enrique"", ""Víctor Ruiz"", ""Carlos Marchena"", ""Moi Gómez"", ""Sergio Asenjo"", ""Joseba Llorente"", ""Hugo López"", ""José Luis Morales"", ""Bruno Soriano"", ""Diego Conde"", ""Rubén Peña"", ""Sergi Cardona"", ""Vicente Iborra"", ""Iván Marcano"", ""Álvaro González"", ""Jaume Costa"", ""Javi Ontiveros"", ""Jorge Cuenca"", ""Adrián Dela"", ""Santi Comesaña"", ""Javi Fuego"", ""Samu García"", ""Andrés Palop"", ""Alfon González"", ""Carlos Macià"", ""Manu Morlanes"", ""Matías Nahuel"", ""Ángel López"", ""Iván Parra"", ""Kiko Femenía"", ""Diego Collado"", ""Tomás Pina"", ""Fer Niño"", ""Andrés Fernández"", ""Arnau Tenas"", ""Dani Raba"", ""Cote"", ""Xavi Quintillà"", ""Darío Poveda"", ""Jorge López"", ""Ramón Terrats"", ""Jonathan Pereira"", ""Verza"", ""Javier Camuñas"", ""Dani Requena"", ""Josemi"", ""Chechu Dorado"", ""Sergio Lozano"", ""José Manuel Catalá"", ""Adrián Marín"", ""Javier Espinosa"", ""Javier Matilla"", ""Aitor Cantalapiedra"", ""Diego Mariño"", ""Carlos Aranda"", ""Arnau Solà"", ""Adrià Altimira"", ""Joan Oriol"", ""Juan Carlos"", ""Carlo García"", ""Miguel Llambrich"", ""Álex Forés"", ""Cristóbal Márquez"", ""Alberto del Moral"", ""Jorge Pascual"", ""Pablo Iñiguez"", ""Ander Cantero"", ""Joan Román"", ""Daniel Budesca"", ""Enric Franquesa"", ""Pau Cabanes"", ""Álex Millán"", ""José Mari"", ""Genís Montolio"", ""Juan Ibiza"", ""Edu Ramos"", ""Migue Leal"", ""Chuca"", ""Victor Fernández"", ""Pedro Martínez"", ""Guillem Truyols"", ""Juanma"", ""Joselu Moreno"", ""José Soto"", ""José Vicente Simeón"", ""Líbero Parri"", ""Josico"", ""David Rocha"", ""Dani Toribio"", ""Antonio Guayre"", ""Rubén Reyes"", ""Pere Martí"", ""Iñaki Berruet"", ""Javi Gracia"", ""Xavi Jiménez"", ""Javier Farinós"", ""Gerard Bordas"", ""Moisés García"", ""Héctor Font"", ""Unai Vergara"", ""Javi Sanchis"", ""Quique Martín"", ""César Sánchez"", ""César Laínez"", ""Iñaki Hurtado"", ""Sergio Marcos"", ""Jordi Pablo"", ""Javier Sánchez Broto"", ""Gerardo García"", ""Xavier Oliva"", ""Aitor Arregui"", ""Javier Calleja""]"
102,Villarreal,2,4,Medium,France,8,"[""Robert Pires"", ""Thierno Barry"", ""Francis Coquelin""]","[""Robert Pires"", ""Thierno Barry"", ""Francis Coquelin"", ""Alphonse Areola"", ""Florian Lejeune"", ""Étienne Capoue"", ""Willy Kambwala"", ""Jérémy Perbet""]"
102,Villarreal,3,4,Hard,Denmark,2,"[""Jon Dahl Tomasson"", ""Filip Jørgensen""]","[""Jon Dahl Tomasson"", ""Filip Jørgensen""]"
102,Villarreal,4,4,The Unicorn,Qatar,1,"[""Akram Afif""]","[""Akram Afif""]"
103,Tottenham Hotspur,1,4,Easy,Argentina,8,"[""Cristian Romero"", ""Giovani Lo Celso"", ""Erik Lamela""]","[""Cristian Romero"", ""Giovani Lo Celso"", ""Erik Lamela"", ""Juan Foyth"", ""Marcos Senesi"", ""Alejo Veliz"", ""Federico Fazio"", ""Paulo Gazzaniga""]"
103,Tottenham Hotspur,2,4,Medium,Germany,3,"[""Timo Werner"", ""Jürgen Klinsmann"", ""Lewis Holtby""]","[""Timo Werner"", ""Jürgen Klinsmann"", ""Lewis Holtby""]"
103,Tottenham Hotspur,3,4,Hard,Scotland,3,"[""Andrew Robertson"", ""Alan Hutton"", ""Matthew Craig""]","[""Andrew Robertson"", ""Alan Hutton"", ""Matthew Craig""]"
103,Tottenham Hotspur,4,4,The Unicorn,Ghana,1,"[""Mohammed Kudus""]","[""Mohammed Kudus""]"
104,Lazio,1,4,Easy,Brazil,11,"[""Ederson"", ""Felipe Anderson"", ""Andreas Pereira""]","[""Ederson"", ""Felipe Anderson"", ""Andreas Pereira"", ""Hernanes"", ""Maurício"", ""Lucas Leiva"", ""Marcos Antônio"", ""Wallace"", ""Filipe Bordon"", ""André Dias"", ""Vinícius""]"
104,Lazio,2,4,Medium,Netherlands,8,"[""Stefan de Vrij"", ""Jaap Stam"", ""Kenneth Taylor""]","[""Stefan de Vrij"", ""Jaap Stam"", ""Kenneth Taylor"", ""Wesley Hoedt"", ""Tijjani Noslin"", ""Ricardo Kishna"", ""Edson Braafheid"", ""Bobby Adekanye""]"
104,Lazio,3,4,Hard,Czech Republic,4,"[""Karel Poborský"", ""Pavel Nedvěd"", ""David Rozehnal""]","[""Karel Poborský"", ""Pavel Nedvěd"", ""David Rozehnal"", ""Libor Kozak""]"
104,Lazio,4,4,The Unicorn,Switzerland,1,"[""Stephan Lichtsteiner""]","[""Stephan Lichtsteiner""]"
105,Wolfsburg,1,4,Easy,Brazil,19,"[""Diego"", ""Naldo"", ""Luiz Gustavo""]","[""Diego"", ""Naldo"", ""Luiz Gustavo"", ""Dante"", ""Fagner"", ""Vini Souza"", ""William"", ""Josué"", ""Rogério"", ""Bruno Henrique"", ""Paulo Otávio"", ""Caiuby"", ""Felipe Lopes"", ""Victor Sá"", ""Cícero"", ""Abuda"", ""Réver"", ""Marcelinho Paraíba"", ""Rodrigo Alvim""]"
105,Wolfsburg,2,4,Medium,Netherlands,7,"[""Micky van de Ven"", ""Wout Weghorst"", ""Bas Dost""]","[""Micky van de Ven"", ""Wout Weghorst"", ""Bas Dost"", ""Jeffrey Bruma"", ""Jenson Seelt"", ""Paul Verhaegh"", ""Tom van der Leegte""]"
105,Wolfsburg,3,4,Hard,Austria,4,"[""Xaver Schlager"", ""Patrick Wimmer"", ""Pavao Pervan""]","[""Xaver Schlager"", ""Patrick Wimmer"", ""Pavao Pervan"", ""Emanuel Pogatetz""]"
105,Wolfsburg,4,4,The Unicorn,Egypt,1,"[""Omar Marmoush""]","[""Omar Marmoush""]"
106,Real Sociedad,1,4,Easy,Spain,136,"[""Mikel Oyarzabal"", ""Martín Zubimendi"", ""Xabi Alonso""]","[""Mikel Oyarzabal"", ""Martín Zubimendi"", ""Xabi Alonso"", ""David Silva"", ""Asier Illarramendi"", ""José Mari Bakero"", ""Txiki Begiristain"", ""Mikel Merino"", ""Robin Le Normand"", ""Carlos Soler"", ""Iñigo Martínez"", ""Brais Méndez"", ""Sergio Canales"", ""Diego Llorente"", ""Álvaro Odriozola"", ""Igor Zubeldia"", ""Jon Pacheco"", ""Jon Martín"", ""Álex Remiro"", ""Jon Gorrotxategi"", ""Portu"", ""Sergio Gómez"", ""Ander Barrenetxea"", ""Aritz Elustondo"", ""Beñat Turrientes"", ""Mikel Arteta"", ""Yuri Berchiche"", ""Gorka Guruzeta"", ""Hugo Duro"", ""Sandro Ramírez"", ""Rubén Pardo"", ""Raúl Tamudo"", ""Robert Navarro"", ""Juanmi"", ""Nacho Monreal"", ""Joseba Zaldua"", ""Urko González de Zárate"", ""Javi López"", ""Dani Díaz"", ""Javi Galán"", ""Joseba Llorente"", ""Roberto López"", ""Carlos Fernández"", ""Andoni Gorosabel"", ""Diego Rico"", ""Pablo Marín"", ""Esteban Granero"", ""Xabi Prieto"", ""Aihen Muñoz"", ""Ander Guevara"", ""Jon Karrikaburu"", ""Miguel Ángel Moya"", ""Toño"", ""Imanol Agirretxe"", ""Héctor Hernández"", ""Raúl Navas"", ""Mikel González"", ""Carlos Martínez"", ""Jon Guridi"", ""Jon Bautista"", ""Julen Lobete"", ""Fran Mérida"", ""Cote"", ""Álex Sola"", ""Jon Ander Olasagasti"", ""Xavi Quintillà"", ""Alberto de la Bella"", ""Javier Garrido"", ""Markel Bergara"", ""David Zurutuza"", ""Asier Riesgo"", ""Luca Sangalli"", ""Juanito"", ""Josep Lluís Martí"", ""José Javier Barkero"", ""Juan Domínguez"", ""Xabier Castillo"", ""Ion Ansotegi"", ""Víctor Casadesús"", ""Arkaitz Mariezkurrena"", ""Nacho"", ""Oier Olazábal"", ""Dani Estrada"", ""Borja Viguera"", ""Gorka Elustondo"", ""Martín Merquelanz"", ""Mikel Labaka"", ""Javi Ros"", ""Pablo Hervías"", ""Eñaut Zubikarai"", ""Mikel Goti"", ""Ibai Aguirre"", ""Jon Gaztañaga"", ""Jon Magunazelaia"", ""Unai Marrero"", ""David Concha"", ""Marco Sangalli"", ""Alain Oyarzun"", ""Aritz Arambarri"", ""Jon Balda"", ""Ander Martín"", ""Iker Hernández"", ""Eneko Capilla"", ""Ander Bardají"", ""Iñaki Rupérez"", ""Andoni Zubiaurre"", ""Luken Beitia"", ""Alberto López"", ""Alberto Dadie"", ""Sergio Rodríguez"", ""Galder Zubizarreta"", ""Jesuli"", ""Diego Asorey"", ""Gorka Carrera"", ""Mikel Alonso"", ""Gari Uranga"", ""Javi Gracia"", ""Igor Gabilondo"", ""Lander Astiazaran"", ""Aitor López Rekarte"", ""Oskitz Estefanía"", ""Juan Ugarte"", ""Paco Sutil"", ""Iñigo Sarasola"", ""Gorka Larrea"", ""Zuhaitz Gurrutxaga"", ""Mikel Aranburu"", ""Sergio Francisco"", ""Iban Zubiaurre"", ""Gerardo García"", ""Daniel Cifuentes"", ""Álvaro Novo"", ""Joseba Etxeberria"", ""Mikel Abaroa"", ""Iñigo Díaz de Cerio"", ""Gaizka Garitano""]"
106,Real Sociedad,2,4,Medium,Brazil,5,"[""Rafinha"", ""Rafael Alcântara"", ""Wesley""]","[""Rafinha"", ""Rafael Alcântara"", ""Wesley"", ""Willian José"", ""Jonathas""]"
106,Real Sociedad,3,4,Hard,Mali,2,"[""Hamari Traoré"", ""Modibo Sagnan""]","[""Hamari Traoré"", ""Modibo Sagnan""]"
106,Real Sociedad,4,4,The Unicorn,Japan,1,"[""Takefusa Kubo""]","[""Takefusa Kubo""]"
107,Newcastle United,1,4,Easy,Netherlands,9,"[""Georginio Wijnaldum"", ""Patrick Kluivert"", ""Luuk de Jong""]","[""Georginio Wijnaldum"", ""Patrick Kluivert"", ""Luuk de Jong"", ""Sven Botman"", ""Jetro Willems"", ""Siem de Jong"", ""Tim Krul"", ""Daryl Janmaat"", ""Donny de Groot""]"
107,Newcastle United,2,4,Medium,Algeria,3,"[""Islam Slimani"", ""Nabil Bentaleb"", ""Mehdi Abeid""]","[""Islam Slimani"", ""Nabil Bentaleb"", ""Mehdi Abeid""]"
107,Newcastle United,3,4,Hard,DR Congo,3,"[""Chancel Mbemba"", ""Yoane Wissa"", ""Calvin Zola""]","[""Chancel Mbemba"", ""Yoane Wissa"", ""Calvin Zola""]"
107,Newcastle United,4,4,The Unicorn,South Korea,2,"[""Sung-yueng Ki"", ""Sung-hwan Byun""]","[""Sung-yueng Ki"", ""Sung-hwan Byun""]"
108,Fiorentina,1,4,Easy,Argentina,19,"[""Daniel Passarella"", ""Gabriel Batistuta"", ""Nico González""]","[""Daniel Passarella"", ""Gabriel Batistuta"", ""Nico González"", ""Germán Pezzella"", ""Giovanni Simeone"", ""Lucas Martínez Quarta"", ""Lucas Beltrán"", ""Gino Infantino"", ""Mauro Zárate"", ""Gonzalo Rodríguez"", ""Tino Costa"", ""Mario Santana"", ""Matías Moreno"", ""Nicolás Valentini"", ""Facundo Roncaglia"", ""Hernán Toledo"", ""José María Basanta"", ""Marcelo Larrondo"", ""Cristian Llama""]"
108,Fiorentina,2,4,Medium,Uruguay,8,"[""Lucas Torreira"", ""Matías Vecino"", ""Martín Cáceres""]","[""Lucas Torreira"", ""Matías Vecino"", ""Martín Cáceres"", ""Rubén Olivera"", ""Gustavo Munúa"", ""Sebastián Cristóforo"", ""Jaime Báez"", ""Maximiliano Olivera""]"
108,Fiorentina,3,4,Hard,Morocco,5,"[""Sofyan Amrabat"", ""Amir Richardson"", ""Abdelhamid Sabiri""]","[""Sofyan Amrabat"", ""Amir Richardson"", ""Abdelhamid Sabiri"", ""Mounir El Hamdaoui"", ""Youssef Maleh""]"
108,Fiorentina,4,4,The Unicorn,Slovakia,1,"[""Dávid Hancko""]","[""Dávid Hancko""]"
109,Real Betis,1,4,Easy,Spain,154,"[""Isco"", ""Fabián Ruiz"", ""Robin Le Normand""]","[""Isco"", ""Fabián Ruiz"", ""Robin Le Normand"", ""Álex Martínez"", ""Dani Ceballos"", ""Héctor Bellerín"", ""Pablo Fornals"", ""Marc Roca"", ""Borja Iglesias"", ""Marc Bartra"", ""Sergio Canales"", ""Ayoze Pérez"", ""Diego Llorente"", ""Carles Aleñá"", ""Jesús Rodríguez"", ""Pablo García"", ""Joaquín"", ""Rodrigo Riquelme"", ""Rodri Sánchez"", ""Pau López"", ""Fernando"", ""Alfonso Pedraza"", ""Sergi Altimira"", ""Loren Morón"", ""Álex Moreno"", ""Javi García"", ""Juan Jesús"", ""Rubén Pardo"", ""Juan Miranda"", ""Juanmi"", ""Raúl García"", ""Jesé"", ""Álvaro Valles"", ""Martín Montoya"", ""Víctor Ruiz"", ""Cristian Tello"", ""Rubén Pérez"", ""Alejandro Pozuelo"", ""José Antonio Morante"", ""Beñat Etxebarria"", ""Edgar González"", ""Víctor Camarasa"", ""Sergio Arribas"", ""Adrián San Miguel"", ""Sergio García"", ""Joel Robles"", ""Antonio Adán"", ""Francis Guerrero"", ""Juankar"", ""Félix Garreta"", ""Cristo"", ""Joan Verdú"", ""Miguel de la Fuente"", ""Álex Collado"", ""Ángel Ortiz"", ""Matías Nahuel"", ""Ángel López"", ""Juan Cruz"", ""Mario Abrante"", ""Óscar López"", ""Sergio León"", ""Aitor Ruibal"", ""Dídac Vilà"", ""Dani Martín"", ""Fabri"", ""Antonio Barragán"", ""Álvaro Vadillo"", ""José Alberto Cañas"", ""Juanfran Moreno"", ""Rubén Castro"", ""Francisco Portillo"", ""Xavi Torres"", ""Jonathan Pereira"", ""Fernando Varela"", ""Carlos García"", ""Iker Losada"", ""Álvaro Cejudo"", ""Dani Pacheco"", ""Jorge Molina"", ""Damià Abella"", ""Chechu Dorado"", ""Momo"", ""Casto"", ""Toni Doblas"", ""Pedro López"", ""Bruno González"", ""Nacho"", ""Juanlu"", ""Dani Pérez"", ""Javier Matilla"", ""Rober González"", ""Jordi Figueras"", ""Ustaritz"", ""Javi Chica"", ""Salva Sevilla"", ""Antonio Amaya"", ""Manu Herrera"", ""José Manuel Pinto"", ""Álex Alegría"", ""Fran Varela"", ""José Antonio Caro"", ""Rafa Navarro"", ""Jorge Casado"", ""Chuli"", ""Francisco Molinero"", ""Héctor Rodas"", ""Mateo Flores"", ""Nono"", ""Ismael Gutiérrez"", ""Iván Corralejo"", ""Dani Giménez"", ""Ricardo Visus"", ""José Carlos Ramírez"", ""José Mari"", ""Juanma García"", ""Luis Fernández"", ""Ismael López"", ""Fausto Tienza"", ""Fran Delgado"", ""Pablo Busto"", ""Fran Vieites"", ""Julio Gracia"", ""Carlos Redruello"", ""Carlos Guirao"", ""Alejandro Meléndez"", ""Ignacio Abeledo"", ""Eder Vilarchao"", ""Quique Fernández"", ""Sergio Rodríguez"", ""Diego Torres"", ""Pepelu Vidal"", ""Israel Bascón"", ""Juanma"", ""Isidoro"", ""Joaquín Bornes"", ""Juanlu Bernal"", ""Juande Prados"", ""Óscar Arpón"", ""Francisco Maldonado"", ""Mingo"", ""Iñaki Goitia"", ""Pepe Gálvez"", ""Fran Díaz"", ""Liberto Beltrán"", ""Miguel Ángel"", ""Capi"", ""Álex Altube"", ""David Rivas"", ""Adrián"", ""Pablo Niño"", ""Juan Sabas"", ""Tomás Olías"", ""Ito"", ""Fernando Vega""]"
109,Real Betis,2,4,Medium,France,5,"[""Nabil Fekir"", ""Romain Perraud"", ""Jonas Martin""]","[""Nabil Fekir"", ""Romain Perraud"", ""Jonas Martin"", ""Didier Digard"", ""Darling Bladi""]"
109,Real Betis,3,4,Hard,Morocco,4,"[""Sofyan Amrabat"", ""Abde Ezzalzouli"", ""Chadi Riad""]","[""Sofyan Amrabat"", ""Abde Ezzalzouli"", ""Chadi Riad"", ""Zouhair Feddal""]"
109,Real Betis,4,4,The Unicorn,United States,1,"[""Johnny Cardoso""]","[""Johnny Cardoso""]"
110,Aston Villa,1,4,Easy,France,14,"[""David Ginola"", ""Robert Pires"", ""Lucas Digne""]","[""David Ginola"", ""Robert Pires"", ""Lucas Digne"", ""Clément Lenglet"", ""Moussa Diaby"", ""Axel Disasi"", ""Boubacar Kamara"", ""Jordan Veretout"", ""Morgan Sanson"", ""Jordan Amavi"", ""Aly Cissokho"", ""Charles N'Zogbia"", ""Frédéric Guilbert"", ""Mathieu Berson""]"
110,Aston Villa,2,4,Medium,Netherlands,8,"[""Donyell Malen"", ""Ian Maatsen"", ""Lamare Bogarde""]","[""Donyell Malen"", ""Ian Maatsen"", ""Lamare Bogarde"", ""Anwar El Ghazi"", ""Marco Bizot"", ""Ron Vlaar"", ""Sil Swinkels"", ""Stefan Postma""]"
